city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15.0,50-99,Pvt Ltd,1.0,11,0.0
city_36,0.893,Male,Has relevent experience,no_enrollment,High School,Unknown,21.0,Unknown,Unknown,0.0,87,0.0
city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,13.0,Unknown,Unknown,0.0,84,0.0
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,100-500,Early Stage Startup,2.0,32,0.0
city_100,0.887,Unknown,Has relevent experience,no_enrollment,Masters,STEM,9.0,100-500,Pvt Ltd,1.0,31,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,2.0,500-999,Public Sector,1.0,39,0.0
city_59,0.775,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,7.0,10/49,Pvt Ltd,1.0,12,0.0
city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,5.0,10000+,Pvt Ltd,1.0,50,0.0
city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,STEM,3.0,100-500,Pvt Ltd,1.0,55,1.0
city_11,0.55,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,5.0,50-99,Pvt Ltd,0.0,7,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,2.0,50-99,Early Stage Startup,1.0,104,0.0
city_160,0.92,Unknown,Has relevent experience,Full time course,Graduate,Business Degree,21.0,Unknown,Unknown,5.0,90,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Other,21.0,100-500,Pvt Ltd,5.0,8,0.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2.0,Unknown,Unknown,0.0,102,0.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,STEM,0.0,10/49,Pvt Ltd,1.0,202,1.0
city_145,0.555,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,4.0,100-500,Pvt Ltd,1.0,22,0.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3.0,Unknown,Pvt Ltd,0.0,42,0.0
city_160,0.92,Unknown,No relevent experience,no_enrollment,Primary School,Unknown,4.0,Unknown,Pvt Ltd,0.0,50,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3.0,50-99,Funded Startup,1.0,88,0.0
city_73,0.754,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,5.0,1000-4999,Pvt Ltd,4.0,81,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21.0,10000+,Pvt Ltd,1.0,7,0.0
city_21,0.624,Male,No relevent experience,no_enrollment,Unknown,Unknown,3.0,Unknown,Pvt Ltd,0.0,218,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,10000+,Pvt Ltd,5.0,62,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.0,50-99,Pvt Ltd,1.0,83,0.0
city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,9.0,1000-4999,Pvt Ltd,5.0,11,0.0
city_114,0.926,Male,No relevent experience,Part time course,Phd,STEM,21.0,50-99,Unknown,5.0,10,0.0
city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,10.0,1000-4999,Pvt Ltd,1.0,114,0.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,STEM,3.0,50-99,Pvt Ltd,1.0,36,0.0
city_102,0.804,Unknown,No relevent experience,Unknown,Masters,STEM,6.0,10/49,Pvt Ltd,1.0,17,0.0
city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,2.0,Unknown,Unknown,0.0,80,1.0
city_160,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,21.0,50-99,Public Sector,5.0,108,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2.0,100-500,Pvt Ltd,2.0,45,0.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5.0,Unknown,Unknown,0.0,77,0.0
